title,date,venue,description,category,categories,url,image_url
Karaoke Sundays With Dino,5th January 2025 - 28th December 2025,Venue TBA,Join Dino Martino and some of the best singers and entertainers in Barrhead at the Arthurlie Inns for Karaoke Sundays With Dino!,nights-out,nights-out,https://www.whatsoneastrenfrewshire.co.uk/event/114769-karaoke-sundays-with-dino/,https://www.whatsonnetwork.co.uk/uploads/800x600/7fd1c753a87e2cf6e10f725713677473.jpg
Halloween Family Sunday,26th October 2025,Venue TBA,Bring your little pumpkins and witches to celebrate Halloween at The Busby Hotel on Sunday 26th October... the fun will be frightfully fantastic with wicked face painting and creepy-cool activities!,family-and-kids,family-and-kids|food-and-drink,https://www.whatsoneastrenfrewshire.co.uk/event/163232-halloween-family-sunday/,https://www.whatsonnetwork.co.uk/uploads/800x600/c9f67e02ca5e7c6316ae00501233700b.jpg
Rugby for Beginners,29th July 2025 - 28th April 2026,Venue TBA,Corstorphine Cougars are running free beginners classes every Tuesday for Females of all ages who would like to try Rugby!,sport,sport|workshops,https://www.whatsoninedinburgh.co.uk/event/159262-rugby-for-beginners/,https://www.whatsonnetwork.co.uk/uploads/800x600/6926d315b02410e8ec0401814dbc0d55.jpg
Witches or Healers,13th October 2025 - 31st October 2025,Venue TBA,"Hear the story of Agnes Sampson, a woman accused of witchcraft and discover the scents of some of the herbs Agnes would have been familiar with as she worked as a local healer.",arts-and-crafts,arts-and-crafts|family-and-kids|history|workshops,https://www.whatsoninedinburgh.co.uk/event/162074-witches-or-healers/,https://www.whatsonnetwork.co.uk/uploads/800x600/43b7522f8d9cac3c84c8121a3c4c001e.jpg
Reconfigure Life Drawing at Summerhall,16th September 2025 - 17th December 2025,Venue TBA,"Reconfigure welcomes all ages and all abilities, in an atmosphere of warmth and creativity, at these Life Drawing classes in Summerhall's iconic Anatomy Lecture Theatre.",arts-and-crafts,arts-and-crafts|workshops,https://www.whatsoninedinburgh.co.uk/event/160656-reconfigure-life-drawing-at-summerhall/,https://www.whatsonnetwork.co.uk/uploads/800x600/fcb441f18403c258b1239ee323807c2e.jpg
Rosyth Community Market,1st January 2025 - 30th November 2025,Venue TBA,"Come along to Rosyth Community Market, Fife's largest monthly market, with a fabulous selection of stalls selling a huge variety of food, crafts and more!",family-and-kids,family-and-kids|shopping,https://www.whatsonfife.co.uk/event/080972-rosyth-community-market/,https://www.whatsonnetwork.co.uk/uploads/800x600/3e9a303b798312eb76a5953fa029564a.jpg
The Mythical Mystery Hunt,11th October 2025 - 2nd November 2025,Venue TBA,"This autumn, follow Historic Environment Scotland's family trails to discover some of the magical and mystical creatures of Scottish folklore.",days-out,days-out|family-and-kids|tour,https://www.whatsonfife.co.uk/event/161438-the-mythical-mystery-hunt/,https://www.whatsonnetwork.co.uk/uploads/800x600/1904a7b58fb5681a0a7569c7ac04e36f.jpg
Little Scare-lings at Dobbies Dunfermline,18th October 2025 - 1st November 2025,Venue TBA,By order of the Wizarding Council: You're invited to a Halloween tea party of magical proportions at Dobbies Dunfermline this Halloween!,arts-and-crafts,arts-and-crafts|family-and-kids|food-and-drink|workshops,https://www.whatsonfife.co.uk/event/109150-little-scare-lings-at-dobbies-dunfermline/,https://www.whatsonnetwork.co.uk/uploads/800x600/f80cf311a5aad81a4f7215908b15f8b2.jpg
Chatelherault Market,12th January 2025 - 28th December 2025,Venue TBA,"Held weekly on Sundays from 9.30am - 3pm, Chatelherault Market showcases the best produce Scotland has to offer!",arts-and-crafts,arts-and-crafts|family-and-kids|food-and-drink|outdoor|shopping,https://www.whatsonlanarkshire.co.uk/event/102342-chatelherault-market/,https://www.whatsonnetwork.co.uk/uploads/800x600/92a8f70689b269a1127873c7a7b2f5f6.jpg
Pumpkin Picking,11th October 2025 - 26th October 2025,Venue TBA,"Craigend Nursery & Coffee Shop's Pumpkin Picking event returns for 2025 with lots of pumpkins to choose from, jumbo games, a carving station and a selection of food and drink trucks!",days-out,days-out|family-and-kids,https://www.whatsonlanarkshire.co.uk/event/143333-pumpkin-picking/,https://www.whatsonnetwork.co.uk/uploads/800x600/c27efffd8f8eaa27d015b5e55033ffb8.jpg
Diving Horse,26th October 2025,Venue TBA,"Hailing from Glasgow and with influences ranging from LCD Soundsystem to Talking Heads and The National, Diving Horse are an exciting electro-rock band.",music,music|nights-out,https://www.whatsonlanarkshire.co.uk/event/160230-diving-horse/,https://www.whatsonnetwork.co.uk/uploads/800x600/08d9d65d5eb73c8c4229b8aa391f5c77.jpg
Scotland’s Gardens Scheme Open Garden: The Croft,1st April 2025 - 31st October 2025,Venue TBA,"Explore the special one acre garden of The Croft, on a steep rocky site facing north overlooking the Clyde just opposite Dumbarton Rock, as part of Scotland's Gardens!",family-and-kids,family-and-kids|outdoor,https://www.whatsonrenfrewshire.co.uk/event/149804-scotland’s-gardens-scheme-open-garden:-the-croft/,https://www.whatsonnetwork.co.uk/uploads/800x600/eb3b3937e66c8e0b0ab58ce14474624c.jpg
Lux Halloween Cabaret,26th October 2025,Venue TBA,Step right into the shadows and prepare for a night of spine-tingling seduction at LUX CABARET's Halloween Cabaret at The Bungalow Paisley on Sunday 26th October!,music,music|nights-out|theatre,https://www.whatsonrenfrewshire.co.uk/event/163037-lux-halloween-cabaret/,https://www.whatsonnetwork.co.uk/uploads/800x600/4bce90ba646595f3d6a59b0030fc815c.jpg
Paisley Heritage Group Walking Tour: The Three Witch Trials Of Paisley,26th October 2025,Venue TBA,Join Gayle Pollock and Rachael Smith as they take you on a walking tour of Paisley exploring the history of the town's three witch trials.,history,history|tour,https://www.whatsonrenfrewshire.co.uk/event/144699-paisley-heritage-group-walking-tour:-the-three-witch-trials-of-paisley/,https://www.whatsonnetwork.co.uk/uploads/800x600/ad15f16b07796bcd7f5e2c71251341ea.jpg
Weirdly Wild Weekend,25th October 2025 - 26th October 2025,Venue TBA,Bring the kids along and have a ghoulishly good time together at Affinity Sterling Mills Outlet Shopping on 25th & 26th October!,arts-and-crafts,arts-and-crafts|days-out|family-and-kids|shopping,https://www.whatsonstirling.co.uk/event/162910-weirdly-wild-weekend/,https://www.whatsonnetwork.co.uk/uploads/800x600/0484f2f096f384de97d02d00b7c44313.jpg
Arnprior Farm Pumpkin Festival,11th October 2025 - 30th October 2025,Venue TBA,Arnprior Farm is thrilled to announce the return of its beloved Pumpkin Festival for Autumn 2025.,days-out,days-out|family-and-kids,https://www.whatsonstirling.co.uk/event/096354-arnprior-farm-pumpkin-festival/,https://www.whatsonnetwork.co.uk/uploads/800x600/e743c31e1be2f5e44c21a9851cbe98be.jpg
Stirling University Choir: Handel Messiah & Rutter Requiem rehearsals and concert,15th September 2025 - 6th December 2025,Venue TBA,"Stirling University Choir invites you to join in rehearsing, then performing Handel's Messiah (Part 1) and Rutter's Requiem. Rehearsals are held on campus on Monday evenings.",music,music,https://www.whatsonstirling.co.uk/event/160861-stirling-university-choir:-handel-messiah-&-rutter-requiem-rehearsals-and-concert/,https://www.whatsonnetwork.co.uk/uploads/800x600/1ff091d5667ff3628456e759cbdf42ae.jpg
Arran Festival of Food and Drink,24th October 2025 - 2nd November 2025,Venue TBA,The Isle of Arran is looking forward to holding its fourth festival of food and drink that celebrates the local produce that comes from the island's unique terroir and micro-climate!,days-out,days-out|family-and-kids|food-and-drink|nights-out,https://www.whatsonglasgow.co.uk/event/140513-arran-festival-of-food-and-drink/,https://www.whatsonnetwork.co.uk/uploads/800x600/160e323c3911d0d5c23722701c8830e4.jpg
Ayr Sunday Market and Car Boot Sale,5th January 2025 - 28th December 2025,"Ayr Racecourse, Ayr","Whether you're wishing to purchase a few hidden treasures, interested in selling or just wishing for an enjoyable day out, there is something for everyone at Ayr's Sunday Market and Car Boot Sale!",days-out,days-out|family-and-kids|food-and-drink|outdoor|shopping,https://www.whatsonglasgow.co.uk/event/090219-ayr-sunday-market-and-car-boot-sale/,https://www.whatsonnetwork.co.uk/uploads/800x600/9874e317b438adbc910b72b36a2d7fd9.jpg
Kelburn Haunted Forest: Nightmare,15th October 2025 - 2nd November 2025,"Kelburn Estate & Country Centre, Largs","Celebrate 15 years of Halloween at Kelburn with scares that are bigger, bolder, and more terrifying than ever. Will you survive to relive the NIGHTMARE?",nights-out,nights-out|outdoor,https://www.whatsonglasgow.co.uk/event/160584-kelburn-haunted-forest:-nightmare/,https://www.whatsonnetwork.co.uk/uploads/800x600/372f844d4f51b7fef84a973457da8c53.jpg
Scottish Mental Health Arts Festival,20th October 2025 - 9th November 2025,Venue TBA,"The Scottish Mental Health Arts Festival (SMHAF) is back from 20th October to 9th November 2025, exploring the theme of Comfort & Disturb.",active,active|arts-and-crafts|community|exhibitions|health-and-wellbeing,https://www.whatsonglasgow.co.uk/event/126330-scottish-mental-health-arts-festival/,https://www.whatsonnetwork.co.uk/uploads/800x600/45930420bbca8efe534e08eff43977a4.jpg
The Wandering Witches of Culzean,19th September 2025 - 2nd November 2025,"Culzean Castle and Country Park, Maybole",Can you help the little witches at Culzean Castle and Country Park find the missing ingredient before the witching hour begins?,days-out,days-out|family-and-kids|outdoor,https://www.whatsonglasgow.co.uk/event/160081-the-wandering-witches-of-culzean/,https://www.whatsonnetwork.co.uk/uploads/800x600/811a71f93b48a6abeddf04999af76d32.jpg
Whitelee Walkers Health Walk,11th February 2025 - 28th October 2025,Venue TBA,"Join the Whitelee Rangers for a short health walk on the windfarm on Tuesday mornings - stretch your legs, have a natter and maybe even spot some local wildlife!",active,active|family-and-kids|health-and-wellbeing|outdoor,https://www.whatsoneastrenfrewshire.co.uk/event/118070-whitelee-walkers-health-walk/,https://www.whatsonnetwork.co.uk/uploads/800x600/69fdfd6df34f8a89a97efb4caf5cc850.jpg
UnitOne and Tsuchigumo Daiko - Synergy,26th October 2025,Venue TBA,Experience this electrifying fusion of rhythm and artistry as Los Angeles-based UnitOne and Glasgow's Tsuchigumo Daiko join forces for a celebration of Taiko drumming!,music,music|nights-out,https://www.whatsoneastrenfrewshire.co.uk/event/156606-unitone-and-tsuchigumo-daiko---synergy/,https://www.whatsonnetwork.co.uk/uploads/800x600/466221ac10d7db64d80a80f3ca5ee344.jpg
Empty Rooms and Haunted Minds,26th October 2025,Venue TBA,Empty Rooms and Haunted Minds is a multimedia performance telling the tale of a mysterious haunted room.,theatre,theatre,https://www.whatsoninedinburgh.co.uk/event/162625-empty-rooms-and-haunted-minds/,https://www.whatsonnetwork.co.uk/uploads/800x600/6b3c0caf9f1d0ec73f48a2a02eda29d3.jpg
"A Play, A Pie and A Pint",9th September 2025 - 1st November 2025,Venue TBA,"A popular feature of the Traverse programme, A Play, A Pie and A Pint, Òran Mór returns this Autumn!",food-and-drink,food-and-drink|theatre,"https://www.whatsoninedinburgh.co.uk/event/036548-a-play,-a-pie-and-a-pint/",https://www.whatsonnetwork.co.uk/uploads/800x600/ed62e9aa4f82c5b7900f26a051f2fb51.jpg
Mountains Have Rules for a Reason,23rd October 2025 - 26th October 2025,Venue TBA,"The Appalachian Mountains have rules for a reason, but is that due to fact or fable?",nights-out,nights-out|theatre,https://www.whatsoninedinburgh.co.uk/event/162606-mountains-have-rules-for-a-reason/,https://www.whatsonnetwork.co.uk/uploads/800x600/682727d76e5ac856a8e339e86c99370c.jpg
Kirkcaldy Boot and Mart,11th January 2025 - 17th December 2025,Venue TBA,"Kirkcaldy Boot and Mart at Mitchelston Industrial Estate is an indoor and outdoor market held every Saturday, Sunday and Wednesday... all welcome!",family-and-kids,family-and-kids|outdoor|shopping,https://www.whatsonfife.co.uk/event/090204-kirkcaldy-boot-and-mart/,https://www.whatsonnetwork.co.uk/uploads/800x600/6db5202d2014123a425a97b04a4c6e86.jpg
Falkland Estate Monthly Makers and Producers Market,30th March 2025 - 30th November 2025,Venue TBA,Enjoy browsing the monthly Makers Market held in our beautiful and unique spaces here at the Stables on the gorgeous Falkland Estate!,arts-and-crafts,arts-and-crafts|family-and-kids|food-and-drink|shopping,https://www.whatsonfife.co.uk/event/102713-falkland-estate-monthly-makers-and-producers-market/,https://www.whatsonnetwork.co.uk/uploads/800x600/bcb9d51389b093b59b82fc1cf00b247f.jpg
Caledonia Gladiators Basketball Game,12th October 2025 - 19th April 2026,Venue TBA,"Looking for something different for your next family day? Swap the screens for live basketball entertainment and enjoy big energy, music, mascots and a safe crowd for all ages!",family-and-kids,family-and-kids|sport,https://www.whatsonlanarkshire.co.uk/event/162891-caledonia-gladiators-basketball-game/,https://www.whatsonnetwork.co.uk/uploads/800x600/30b2dbde62e0c5fbb314d277e193b564.jpg
An Afternoon At The Musicals,26th October 2025,Venue TBA,Join this first-class professional cast at Cumbernauld Theatre as they sing some of the best show tunes from London's West End and Broadway!,music,music|theatre,https://www.whatsonlanarkshire.co.uk/event/101279-an-afternoon-at-the-musicals/,https://www.whatsonnetwork.co.uk/uploads/800x600/6f8e5c7ce9e5ff40949836cda2592a1a.jpg
Comfort & Disturb Songwriting and Film Project Showcase,26th October 2025,Venue TBA,This Comfort and Disturb project included songwriting and music performance workshops. The music was then recorded and films were made to accompany them by participants.,film,film|health-and-wellbeing|music,https://www.whatsonrenfrewshire.co.uk/event/163136-comfort-&-disturb-songwriting-and-film-project-showcase/,https://www.whatsonnetwork.co.uk/uploads/800x600/45930420bbca8efe534e08eff43977a4.jpg
Halloween Pumpkin Hunt,18th October 2025 - 26th October 2025,Venue TBA,Explore the woodland trail and see how many ghoulish pumpkins you can find on the scavenger hunt with your family at RSPB Lochwinnoch Nature Reserve!,days-out,days-out|family-and-kids|nature|outdoor,https://www.whatsonrenfrewshire.co.uk/event/091422-halloween-pumpkin-hunt/,https://www.whatsonnetwork.co.uk/uploads/800x600/2930a73844bbcdc00df33a3232f20cbf.jpg
Micro Layouts Model Railway Show,22nd March 2025 - 22nd March 2026,Venue TBA,"Join Renfrewshire Model Railway Club, Cupar Model Railway Club and Leven Valley Trains for the Micro Layouts Model Railway Show on Saturday 22nd March!",exhibitions,exhibitions|family-and-kids,https://www.whatsonrenfrewshire.co.uk/event/150534-micro-layouts-model-railway-show/,https://www.whatsonnetwork.co.uk/uploads/800x600/3e4a16b8db4051e9a844e042f89f74af.jpg
Stirling Ghostwalk,3rd January 2025 - 27th December 2025,Venue TBA,"Take a tour of the strange tales and stranger characters of Stirling's Old Town on the Stirling Ghostwalk... comedy, drama, fact and fable - fun for boys & ghouls of all ages!",comedy,comedy|family-and-kids|history|tour,https://www.whatsonstirling.co.uk/event/014519-stirling-ghostwalk/,https://www.whatsonnetwork.co.uk/uploads/800x600/0184469349e82a429506b0c0e1a5f5b1.jpg
Aerial Yoga,14th April 2025 - 31st March 2026,Venue TBA,"Feeling inspired to try something new or expand your existing practice? Then join Andriani's Ahimsa Yoga at 3 Wellgreen Lane, Stirling for these Aerial Yoga classes on Mondays & Tuesdays!",health-and-wellbeing,health-and-wellbeing|workshops,https://www.whatsonstirling.co.uk/event/154049-aerial-yoga/,https://www.whatsonnetwork.co.uk/uploads/800x600/2da9ddfabec368c34c48277310c3e64c.jpg
Little Scare-lings at Dobbies Stirling,18th October 2025 - 1st November 2025,Venue TBA,By order of the Wizarding Council: You're invited to a Halloween tea party of magical proportions at Dobbies Stirling this Halloween!,arts-and-crafts,arts-and-crafts|family-and-kids|food-and-drink|workshops,https://www.whatsonstirling.co.uk/event/109147-little-scare-lings-at-dobbies-stirling/,https://www.whatsonnetwork.co.uk/uploads/800x600/f80cf311a5aad81a4f7215908b15f8b2.jpg
Clarkston Nursery Halloween Party,26th October 2025,Venue TBA,"Join Clarkston Nursery for a spooky good time at their annual Halloween Party - costumes, treats, and fun for all!",community,community|family-and-kids,https://www.whatsoneastrenfrewshire.co.uk/event/162258-clarkston-nursery-halloween-party/,https://www.whatsonnetwork.co.uk/uploads/800x600/fc4f60b30887fdf08900c4d6d06b249b.jpg
Drawing the Italian Renaissance,17th October 2025 - 1st March 2026,Venue TBA,"This exhibition at The Palace of Holyroodhouse, brings together a wide range of drawings from this revolutionary artistic period, including 45 drawings never exhibited in Scotland before.",arts-and-crafts,arts-and-crafts|exhibitions,https://www.whatsoninedinburgh.co.uk/event/157610-drawing-the-italian-renaissance/,https://www.whatsonnetwork.co.uk/uploads/800x600/61b45752ee9a072cd881dfb3d4ba0510.jpg
Live Music at The Botanist,6th March 2025 - 20th December 2026,Venue TBA,"The Botanist hosts live music from Thursday to Sunday every week! From acoustic singles, duos, trios and full band, we have it all.",music,music|nights-out,https://www.whatsoninedinburgh.co.uk/event/152168-live-music-at-the-botanist/,https://www.whatsonnetwork.co.uk/uploads/800x600/98fd472df22be58b5b5c28de593bc8c5.jpg
Beneath The Veil,3rd October 2025 - 1st November 2025,Venue TBA,"Beneath The Veil, an exhibition coinciding with World Mental Health Day, focuses on the work of artists using visual art as a means of expression, exploration, connection, release, and recovery.",arts-and-crafts,arts-and-crafts|exhibitions|health-and-wellbeing,https://www.whatsoninedinburgh.co.uk/event/161954-beneath-the-veil/,https://www.whatsonnetwork.co.uk/uploads/800x600/7ba3adf754ada381692176ae2f528d5c.jpg
Falkland Palace’s Halloween Trail,5th October 2025 - 31st October 2025,Venue TBA,"Get ready to explore the spooky Halloween Trail at Falkland Palace, it’s the perfect family day out – and even your four-legged friends are welcome!",family-and-kids,family-and-kids|outdoor|tour,https://www.whatsonfife.co.uk/event/160565-falkland-palace’s-halloween-trail/,https://www.whatsonnetwork.co.uk/uploads/800x600/f7dee594294a4e2251c7bb68426bd0ae.jpg
Pup-kin Patch at Dobbies Dunfermline,25th October 2025 - 1st November 2025,Venue TBA,Bring your furry friends to Dobbies Dunfermline for a special dog-friendly event where your pup can pick their very own autumn-themed toy from our doggie pumpkin patch!,family-and-kids,family-and-kids,https://www.whatsonfife.co.uk/event/159256-pup-kin-patch-at-dobbies-dunfermline/,https://www.whatsonnetwork.co.uk/uploads/800x600/2aaed1b9bca5ee5559f7ba9d65745f37.jpg
Jack Vettriano Exhibition 2025,4th March 2025 - 28th October 2025,Venue TBA,Affordable Arts are thrilled to announce a Jack Vettriano exhibition running from March to October!,arts-and-crafts,arts-and-crafts|exhibitions,https://www.whatsonfife.co.uk/event/150761-jack-vettriano-exhibition-2025/,https://www.whatsonnetwork.co.uk/uploads/800x600/47c9d2d59953b00ddf72e7c326fad3f7.jpg
Beat The Street CamGlen,17th September 2025 - 29th October 2025,Venue TBA,"Beat the Street is a fun, free initiative that will see the streets of Cambuslang and Rutherglen transformed into a giant game during September and October!",active,active|community|family-and-kids|health-and-wellbeing|outdoor,https://www.whatsonlanarkshire.co.uk/event/160715-beat-the-street-camglen/,https://www.whatsonnetwork.co.uk/uploads/800x600/3dcc08a765c7fdb24eb3b51b97db8b6d.jpg
Little Pumpkin Path at Wiston,26th October 2025,Venue TBA,"Celebrate autumn in the most playful way at Wiston Lodge's Little Pumpkin Path... every ticket includes a pumpkin to carve, marshmallows to toast, and a woodland trail full of surprises!",days-out,days-out|family-and-kids|outdoor,https://www.whatsonlanarkshire.co.uk/event/162077-little-pumpkin-path-at-wiston/,https://www.whatsonnetwork.co.uk/uploads/800x600/d328e14c49265e0fba59802336bab774.jpg
The Crafters Roadshow - Braehead,24th April 2025 - 26th October 2025,Venue TBA,Shop from the best in Scottish Crafts and support your local makers when The Crafters Roadshow comes to Braehead Shopping Centre!,arts-and-crafts,arts-and-crafts|shopping,https://www.whatsonrenfrewshire.co.uk/event/097103-the-crafters-roadshow---braehead/,https://www.whatsonnetwork.co.uk/uploads/800x600/53c154350139423204644af7d8ec9799.jpg
Battery Park Junior Parkrun,5th January 2025 - 28th December 2025,Venue TBA,"Battery Park Junior Parkrun is a weekly, free 2km timed run held on Sunday mornings at Battery Park, Greenock!",active,active|family-and-kids|health-and-wellbeing|outdoor,https://www.whatsonrenfrewshire.co.uk/event/100332-battery-park-junior-parkrun/,https://www.whatsonnetwork.co.uk/uploads/800x600/ea80a759c74f5675c171cc662b027b45.jpg
Scotland’s National Hero,12th April 2025 - 26th October 2025,Venue TBA,Who was William Wallace? Listen as a costumed actor gives you an insight into the life of Scotland’s National Hero.,days-out,days-out|family-and-kids|history|learning|outdoor,https://www.whatsonstirling.co.uk/event/019977-scotland’s-national-hero/,https://www.whatsonnetwork.co.uk/uploads/800x600/1b6911a4cfa79a671c815a1a178b1802.jpg
The Mythical Mystery Hunt,11th October 2025 - 2nd November 2025,Venue TBA,"This autumn, follow Historic Environment Scotland's family trails to discover some of the magical and mystical creatures of Scottish folklore.",days-out,days-out|family-and-kids|tour,https://www.whatsonstirling.co.uk/event/161437-the-mythical-mystery-hunt/,https://www.whatsonnetwork.co.uk/uploads/800x600/1904a7b58fb5681a0a7569c7ac04e36f.jpg
Rouken Glen Junior Parkrun,5th January 2025 - 28th December 2025,Venue TBA,"Rouken Glen Junior Parkrun is a weekly, free 2km timed run held on Sunday mornings at Rouken Glen Park!",active,active|family-and-kids|health-and-wellbeing|outdoor,https://www.whatsoneastrenfrewshire.co.uk/event/100329-rouken-glen-junior-parkrun/,https://www.whatsonnetwork.co.uk/uploads/800x600/ea80a759c74f5675c171cc662b027b45.jpg
Pick A Pumpkin,18th October 2025 - 26th October 2025,Venue TBA,Neilston's Pick a Pumpkin event returns for 2025 and this time it's being held over two weekends in October!,family-and-kids,family-and-kids|outdoor,https://www.whatsoneastrenfrewshire.co.uk/event/109788-pick-a-pumpkin/,https://www.whatsonnetwork.co.uk/uploads/800x600/0002c89dafa258c7aa73c0d6e52cee26.jpg
Above Ground: Andrew Radford & Susie Redman,25th October 2025 - 14th November 2025,Venue TBA,"This exhibition at Upright Gallery, brings together Andrew Radford's assemblages and Susie Redman's weavings!",arts-and-crafts,arts-and-crafts|exhibitions,https://www.whatsoninedinburgh.co.uk/event/163323-above-ground:-andrew-radford-&-susie-redman/,https://www.whatsonnetwork.co.uk/uploads/800x600/550e8d5bfc880f28debcdb41c2da2315.jpg
Cuddly Corgi Treasure Hunt,1st January 2025 - 24th December 2025,Venue TBA,Looking to entertain the kids? Come and spot our cuddly corgis hiding around Britannia’s tour route.,days-out,days-out|family-and-kids,https://www.whatsoninedinburgh.co.uk/event/025823-cuddly-corgi-treasure-hunt/,https://www.whatsonnetwork.co.uk/uploads/800x600/5e6dc3ab218f41b0e97a8fc81d0dd2ff.jpg
Artie’s Singing Kettle - Halloween,26th October 2025,Venue TBA,Join Artie’s Singing Kettle “Halloween” show at Rothes Halls for a spooktacular extravaganza!,family-and-kids,family-and-kids|music|theatre,https://www.whatsonfife.co.uk/event/151632-artie’s-singing-kettle---halloween/,https://www.whatsonnetwork.co.uk/uploads/800x600/6b4e97c2416bd79dae1001c22da82333.jpg
Steaming Ahead : How the Railways Changed the Fish we Eat,1st October 2025 - 10th November 2025,Venue TBA,"In this 200th anniversary year of commercial rail travel in the UK, we take the opportunity to look at the wide-ranging impacts of these technologies on a particular industry – fishing.",exhibitions,exhibitions|history,https://www.whatsonfife.co.uk/event/162764-steaming-ahead-:-how-the-railways-changed-the-fish-we-eat/,https://www.whatsonnetwork.co.uk/uploads/800x600/fcc941916a492978f1c2cea1de974fce.jpg
Walk Among Giants - Biggar Little Festival,17th October 2025 - 26th October 2025,Venue TBA,Bring the kids to Walk Among the Giants at Wiston Lodge as part of The Biggar Little Festival this October and step into a world of Forest Magic!,family-and-kids,family-and-kids|outdoor,https://www.whatsonlanarkshire.co.uk/event/162081-walk-among-giants---biggar-little-festival/,https://www.whatsonnetwork.co.uk/uploads/800x600/b791806340be5bb506eb4f49870e4f98.jpg
Clyde Valley Family Park Pumpkin Festival,11th October 2025 - 31st October 2025,Venue TBA,From the 11th until the 31st of October ALL children visiting Clyde Valley Family Park will get to choose their own FREE pumpkin as part of their ticket and the park's Pumpkin Festival!,days-out,days-out|family-and-kids|outdoor,https://www.whatsonlanarkshire.co.uk/event/091111-clyde-valley-family-park-pumpkin-festival/,https://www.whatsonnetwork.co.uk/uploads/800x600/2babc0ed9d26a9bdf1a1ac4bcb13b8d6.jpg
Scotland’s SCREAM Park: Zombie Checkpoint,4th October 2025 - 26th October 2025,Venue TBA,"This Halloween, Scotland's SCREAM Park and the UK's top zombie adventure creators, Zombie Infection, are teaming up to bring you something epic!",family-and-kids,family-and-kids,https://www.whatsonlanarkshire.co.uk/event/160707-scotland’s-scream-park:-zombie-checkpoint/,https://www.whatsonnetwork.co.uk/uploads/800x600/5df2529afb6064951114e270f365d9c0.jpg
Physio Led Antenatal Pilates,9th January 2025 - 9th January 2026,Venue TBA,Grace Ferguson Pilates will launch an antenatal (pregnancy) Pilates class on Thursday evenings in Paisley at the lovely SANA Yoga & Massage from January 9th.,health-and-wellbeing,health-and-wellbeing|workshops,https://www.whatsonrenfrewshire.co.uk/event/147359-physio-led-antenatal-pilates/,https://www.whatsonnetwork.co.uk/uploads/800x600/af842428540624f9db436f6534c27eb8.jpg
Stirling Folk Club Events 2025,27th January 2025 - 8th December 2025,Venue TBA,Check out all the upcoming events at Stirling Folk Club in 2025!,music,music|nights-out,https://www.whatsonstirling.co.uk/event/095685-stirling-folk-club-events-2025/,https://www.whatsonnetwork.co.uk/uploads/800x600/369ac167cba1e4cbe760088cf28d5bc3.jpg
Drawn Together,25th October 2025 - 26th October 2025,Venue TBA,"A powerful exhibition of visual art by local people with lived experience of homelessness, sharing stories often overlooked.",arts-and-crafts,arts-and-crafts|exhibitions|health-and-wellbeing,https://www.whatsoninedinburgh.co.uk/event/163078-drawn-together/,https://www.whatsonnetwork.co.uk/uploads/800x600/127192fe670528d47c3c834f75a3d5ae.jpg
Session A9,26th October 2025,Venue TBA,"Now in their 21st anniversary year, Session A9 have earned their reputation as one of the best live bands in the country. Catch them at the Corn Exchange Haddington on Sunday 26th October!",music,music|nights-out,https://www.whatsoninedinburgh.co.uk/event/157784-session-a9/,https://www.whatsonnetwork.co.uk/uploads/800x600/3fe676d8a5042bf686ea9e6d41dd36f1.jpg
"The Song Circle - Samhain, Fire & Folklore",26th October 2025,Venue TBA,This session at The Song Circle on Sunday 26th October will celebrate Samhain with songs themed around fire and folklore.,community,community|music,"https://www.whatsoninedinburgh.co.uk/event/159272-the-song-circle---samhain,-fire-&-folklore/",https://www.whatsonnetwork.co.uk/uploads/800x600/ee06d19d19e64863aa79b91027d52fe7.jpg
"From These Parts: Scotland, Art and Identity",18th October 2025 - 15th February 2026,Venue TBA,Join us at Wardlaw Museum for this exhibition and uncover Scotland’s identity through the creativity of its artists!,arts-and-crafts,arts-and-crafts|exhibitions,"https://www.whatsonfife.co.uk/event/162450-from-these-parts:-scotland,-art-and-identity/",https://www.whatsonnetwork.co.uk/uploads/800x600/543a05809db29196c880f985a8a9c36a.jpg
Pup-kin Patch at Dobbies Sandyholm,25th October 2025 - 1st November 2025,Venue TBA,Looking for some autumn fun? This year Dobbies Sandyholm have created a wonderful day out for pumpkin pickers of all breeds!,family-and-kids,family-and-kids,https://www.whatsonlanarkshire.co.uk/event/159259-pup-kin-patch-at-dobbies-sandyholm/,https://www.whatsonnetwork.co.uk/uploads/800x600/2aaed1b9bca5ee5559f7ba9d65745f37.jpg
Lochwinnoch Arts Festival: Cua,26th October 2025,Venue TBA,"Don't miss Cua, a hugely acclaimed Irish folk music trio blending roots, blues, gospel, jazz fusion, traditional, bluegrass and more, presented by Lochwinnoch Arts Festival!",music,music|nights-out,https://www.whatsonrenfrewshire.co.uk/event/131838-lochwinnoch-arts-festival:-cua/,https://www.whatsonnetwork.co.uk/uploads/800x600/3295a35e723d8cd7d37a67e307ee65dd.jpg
